filepath,category,width,height
dataset/train/tops/top_0042.jpeg,tops,480,640
dataset/train/tops/top_0412.jpeg,tops,360,640
dataset/train/tops/top_0005_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0107.jpeg,tops,480,640
dataset/train/tops/top_0238_augmented_2.jpeg,tops,360,640
dataset/train/tops/top_0206_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0403_augmented_2.jpeg,tops,474,632
dataset/train/tops/top_0395_augmented_0.jpeg,tops,526,702
dataset/train/tops/top_0196_augmented_0.jpeg,tops,557,742
dataset/train/tops/top_0384.jpeg,tops,480,640
dataset/train/tops/top_0504_augmented_2.jpeg,tops,414,552
dataset/train/tops/top_0292_augmented_0.jpeg,tops,409,545
dataset/train/tops/top_0091_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0102_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0497_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0301_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0471_augmented_0.jpeg,tops,640,360
dataset/train/tops/top_0274_augmented_0.jpeg,tops,572,763
dataset/train/tops/top_0049_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0077_augmented_0.jpeg,tops,413,551
dataset/train/tops/top_0115_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0328_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0404.jpeg,tops,480,640
dataset/train/tops/top_0480_augmented_2.jpeg,tops,563,749
dataset/train/tops/top_0316_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0054.jpeg,tops,480,640
dataset/train/tops/top_0513_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0285_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0086_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0263_augmented_2.jpeg,tops,481,640
dataset/train/tops/top_0060_augmented_2.jpeg,tops,481,640
dataset/train/tops/top_0541.jpeg,tops,480,640
dataset/train/tops/top_0458_augmented_2.jpeg,tops,477,636
dataset/train/tops/top_0111.jpeg,tops,360,640
dataset/train/tops/top_0466_augmented_2.jpeg,tops,360,640
dataset/train/tops/top_0364_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0238.jpeg,tops,360,640
dataset/train/tops/top_0159_augmented_2.jpeg,tops,512,683
dataset/train/tops/top_0167_augmented_2.jpeg,tops,481,640
dataset/train/tops/top_0392.jpeg,tops,480,640
dataset/train/tops/top_0414_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0382_augmented_2.jpeg,tops,403,538
dataset/train/tops/top_0181_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0012_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0211_augmented_0.jpeg,tops,465,620
dataset/train/tops/top_0174_augmented_1.jpeg,tops,393,699
dataset/train/tops/top_0349_augmented_1.jpeg,tops,604,339
dataset/train/tops/top_0377_augmented_1.jpeg,tops,481,640
dataset/train/tops/top_0003.jpeg,tops,480,640
dataset/train/tops/top_0453.jpeg,tops,480,640
dataset/train/tops/top_0202_augmented_3.jpeg,tops,481,640
dataset/train/tops/top_0146.jpeg,tops,480,640
dataset/train/tops/top_0001_augmented_3.jpeg,tops,471,628
dataset/train/tops/top_0516.jpeg,tops,480,640
dataset/train/tops/top_0439_augmented_3.jpeg,tops,553,738
dataset/train/tops/top_0192_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0391_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0407_augmented_3.jpeg,tops,526,702
dataset/train/tops/top_0095_augmented_1.jpeg,tops,571,762
dataset/train/tops/top_0296_augmented_1.jpeg,tops,562,749
dataset/train/tops/top_0500_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0305_augmented_3.jpeg,tops,572,763
dataset/train/tops/top_0493_augmented_1.jpeg,tops,536,713
dataset/train/tops/top_0138_augmented_3.jpeg,tops,533,710
dataset/train/tops/top_0106_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0475_augmented_1.jpeg,tops,603,339
dataset/train/tops/top_0073_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0280.jpeg,tops,480,640
dataset/train/tops/top_0270_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0095_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0500_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0296_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0493_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0305_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0138_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0106_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0475_augmented_0.jpeg,tops,646,363
dataset/train/tops/top_0073_augmented_0.jpeg,tops,543,724
dataset/train/tops/top_0281.jpeg,tops,481,640
dataset/train/tops/top_0270_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0174_augmented_0.jpeg,tops,357,636
dataset/train/tops/top_0349_augmented_0.jpeg,tops,648,364
dataset/train/tops/top_0377_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0002.jpeg,tops,480,640
dataset/train/tops/top_0452.jpeg,tops,480,640
dataset/train/tops/top_0202_augmented_2.jpeg,tops,574,764
dataset/train/tops/top_0147.jpeg,tops,480,640
dataset/train/tops/top_0001_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0517.jpeg,tops,360,640
dataset/train/tops/top_0439_augmented_2.jpeg,tops,562,750
dataset/train/tops/top_0192_augmented_0.jpeg,tops,385,513
dataset/train/tops/top_0407_augmented_2.jpeg,tops,552,737
dataset/train/tops/top_0391_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0364_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0239.jpeg,tops,481,640
dataset/train/tops/top_0159_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0167_augmented_3.jpeg,tops,487,649
dataset/train/tops/top_0393.jpeg,tops,360,640
dataset/train/tops/top_0382_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0414_augmented_1.jpeg,tops,519,692
dataset/train/tops/top_0181_augmented_3.jpeg,tops,510,680
dataset/train/tops/top_0012_augmented_1.jpeg,tops,552,736
dataset/train/tops/top_0211_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0115_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0405.jpeg,tops,480,640
dataset/train/tops/top_0328_augmented_1.jpeg,tops,511,681
dataset/train/tops/top_0316_augmented_1.jpeg,tops,501,669
dataset/train/tops/top_0480_augmented_3.jpeg,tops,550,732
dataset/train/tops/top_0055.jpeg,tops,480,640
dataset/train/tops/top_0285_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0513_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0086_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0263_augmented_3.jpeg,tops,531,707
dataset/train/tops/top_0060_augmented_3.jpeg,tops,554,737
dataset/train/tops/top_0540.jpeg,tops,480,640
dataset/train/tops/top_0458_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0110.jpeg,tops,480,640
dataset/train/tops/top_0466_augmented_3.jpeg,tops,360,640
dataset/train/tops/top_0385.jpeg,tops,360,640
dataset/train/tops/top_0292_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0504_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0091_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0102_augmented_3.jpeg,tops,503,671
dataset/train/tops/top_0301_augmented_3.jpeg,tops,411,548
dataset/train/tops/top_0497_augmented_1.jpeg,tops,481,640
dataset/train/tops/top_0471_augmented_1.jpeg,tops,570,320
dataset/train/tops/top_0274_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0049_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0077_augmented_1.jpeg,tops,516,689
dataset/train/tops/top_0373_augmented_1.jpeg,tops,481,640
dataset/train/tops/top_0170_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0043.jpeg,tops,360,640
dataset/train/tops/top_0413.jpeg,tops,480,640
dataset/train/tops/top_0005_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0238_augmented_3.jpeg,tops,408,725
dataset/train/tops/top_0106.jpeg,tops,480,640
dataset/train/tops/top_0206_augmented_3.jpeg,tops,480,640
dataset/train/tops/top_0395_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0403_augmented_3.jpeg,tops,461,614
dataset/train/tops/top_0196_augmented_1.jpeg,tops,480,640
dataset/train/tops/top_0278.jpeg,tops,480,640
dataset/train/tops/top_0163_augmented_2.jpeg,tops,640,360
dataset/train/tops/top_0360_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0185_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0297.jpeg,tops,480,640
dataset/train/tops/top_0410_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0386_augmented_2.jpeg,tops,640,360
dataset/train/tops/top_0215_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0028_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0016_augmented_0.jpeg,tops,730,548
dataset/train/tops/top_0484_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0312_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0444.jpeg,tops,360,640
dataset/train/tops/top_0111_augmented_0.jpeg,tops,640,360
dataset/train/tops/top_0014.jpeg,tops,480,640
dataset/train/tops/top_0529_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0082_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0517_augmented_0.jpeg,tops,624,351
dataset/train/tops/top_0281_augmented_2.jpeg,tops,425,566
dataset/train/tops/top_0064_augmented_2.jpeg,tops,564,751
dataset/train/tops/top_0259_augmented_2.jpeg,tops,481,640
dataset/train/tops/top_0267_augmented_2.jpeg,tops,492,657
dataset/train/tops/top_0501.jpeg,tops,480,640
dataset/train/tops/top_0462_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0151.jpeg,tops,640,360
dataset/train/tops/top_0130_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0346.jpeg,tops,480,640
dataset/train/tops/top_0333_augmented_0.jpeg,tops,481,640
dataset/train/tops/top_0536_augmented_0.jpeg,tops,459,611
dataset/train/tops/top_0508_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0246_augmented_2.jpeg,tops,395,526
dataset/train/tops/top_0278_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0045_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0203.jpeg,tops,480,640
dataset/train/tops/top_0443_augmented_2.jpeg,tops,563,750
dataset/train/tops/top_0341_augmented_2.jpeg,tops,543,724
dataset/train/tops/top_0080.jpeg,tops,480,640
dataset/train/tops/top_0142_augmented_2.jpeg,tops,403,536
dataset/train/tops/top_0431_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0399_augmented_2.jpeg,tops,480,640
dataset/train/tops/top_0037_augmented_0.jpeg,tops,480,640
dataset/train/tops/top_0009_augmented_0.jpeg,tops,480,640
